餐廳名稱,消費時間,餐廳區域,餐廳地址,營業時間,電話,平均價位,推薦菜色
牧卡燒 mucca,2018年/9月,台中,台中市北區育才街6巷2號,12:00~21:00,0987-757957,,
西螺手工小籠包,2018年/08月,台中,台中市大里區立仁路61號,11：00－20：30，每周六公休,04-22752303,,
Dong Dong  冰菓堂,2018年/7月,台中,台中市西屯區至善路71號,ＮＡ,04-2452-8925,,
WPAPA Teppanyaki Brunch 早午餐鐵板料理,2018年/06月,台中,台中市大里區塗城路923巷16號,08：00－14：30，週一公休,04-24962278,,
水貨-台中西區公益店,2018年/10月/10日,台中,台中市西區公益路168號,11:30~15:00、17:30~23:45,(04)-2321-0187,,
木門咖啡,2018年/9月,台中,台中巿南屯區大墩十二街126號,09:00-21:00,04-23298877,,
屋馬燒肉,2018年/11月,台中,台中市西屯區台灣大道三段300號,11:00-24:00,04-23121000,,
乍牛炸牛排專賣(台中新光中港店),2018/11,台中,台中市西屯區台灣大道三段301號10F,11:00~21:00 (假日提前至10:30營業),(04)2258-8123,,
口力口里迷人咖哩燒飯（台糖西屯店）,,台中,台中市西屯區台灣大道四段1086號,11:00~21:00,,每人平均價位：每人約150-250元,
劉家酸菜白肉鍋(惠文店),2018年/10月,台中,台中市南屯區惠文路650號,11:00–22:30,04 2255 6201,,
TinHouse樂庭地中海風情餐廳,2018年/10月,台中,台中市西屯區黎明路三段385-1號,"11:00–14:00, 17:30–21:00",04 2707 4488,,
陳記酥嫩臭豆腐專賣,15:30-22:30(星期二公休),台中,台中市北屯區興安路二段52號,15:30-22:30(星期二公休),0972 377 876,,
完食行動餐車,,台中,台中市沙鹿區成功東街32號,11:30~14:00，16:30~20:00(星期三),,每人平均價位：每人約100-200元,
宵夜煎餃,2018年/11月,台中,台中市南區工學路169號,20:30–01:00 週三、日公休,0932-068-488,,
炭火燒肉工房 (東山店),2018年/7月,台中,台中市北屯區軍福十六路296號,周一~周四11:30-23:00、周五~周六11:30-15:00 17:30-23:00、,04 2437 8799,,
小島遇見他,2018年/9月,台中,407台中市西屯區華夏巷東二弄15號,星期一與星期二  公休,04 2451 1581,,
麥砂鍋熱炒,2018年/07月,台中,台中市霧峰區四德路269-9號,11：00－21：00 星期一店休，每月底的星期一、二店休,04-23399069,,
小小七手工湯包,2018年/6月,台中,407台中市西屯區西屯路二段272-9號,07:00–21:00 (周一公休),0958 372 675,,
莉姆姆的歌（小米甜甜圈）,,台中,台中市烏日區中山路一段418號 門口,13:30~18:00,,每人平均價位：每人約35-200元,
叉子餐廳,2018年/8月,台中,台中市西屯區府會園道6號,08:30-22:00,04-22540691,,
肉多多火鍋-台中漢口旗艦店,2018年/6月,台中,台中市北區漢口路四段72號,11:30 - 00:00,04 2299 0918,,
【初，好食True House】 手作蛋餅×手感貝果,2018/12,台中,台中市西屯區西屯路三段12號,6:00~12:30 (周一、二公休),(04)2222-1311,,
柳屋定食丼飯手作料理,2018年/11月,台中,台中市豐原區三民路218號,11:00~14:00 17:00~20:40,04-25131036,,
大里正港肉羹大王,2018年/07月,台中,台中市大里區益民路二段146號,1030-1400 1500-2030  週六1030-1500 週日休,(04)2482-1996,,
鑫旺角港式飲茶餐廳,2018年/9月,台中,台中市北屯區北平路三段181號,"11:00–14:00, 17:00–21:00",04 2233 8511,,
潼阪 帝王蟹黑毛牛 頂級燒烤,2018年/12月,台中,台中市西屯區文心路三段123號,12:00~23:00,04-2314 5298,,
拾七石頭火鍋,2018年/06月,台中,台中市南屯區永春東七路855號,11:00-凌晨02:00,(04)2386-2147,,
老祖早餐灌蛋餅,,台中,台中市東勢區第六橫街104巷30-1號,06:30~11:00,,每人平均價位：每人約30-120元,
「一幻拉麵」（台中中友店）,,台中,台中市北區三民路三段161號（中友百貨A棟 B3F）,10:30~22:00,,每人平均價位：每人約250-350元,
南台中肉圓,2018年/7月,台中,台中市忠孝路151號,,,,
台中東勢二毛屋小吃部,2018年/10月,台中,台中市東勢區豐勢路18號,,04 2587 2982,,
 Noline食堂。無國界料理 Take out ok!,2018年/4月,台中,408台中市南屯區大墩十二街176號,週一~日 11:30-14:00、17:30-21:00 週二店休,04 2326 5322,,
CJSJ,2018/09,台中,台中市西區向上路一段79巷22號,12:00~18:30 (周一公休，售完為止),(04)2301-6996,,
光復新村圓環麵攤,2018年/11月,台中,台中市霧峰區新生路57號,15:00–22:00 週日公休,04-2339-8736,,
無名傳統飯糰,2018年/7月,台中,台中市西屯區中工二路與天佑街口,5:30至賣完為止,0923-527211、(04)2358-8120,,
福田居漢方食補,2018/10,台中,台中市西屯區西屯路三段166-51號,11:30~14:30、17:00~21:30(周三公休),(04)2461-7880,,
PaulFrank台中文心秀泰-熱狗堡餐廳,2018年/9月,台中,台中市南屯區文心南路289號4F,11:00 - 21:30,(04)2473-5226,,
水曜日洋菓子工房,18年/05月,台中, 403台中市西區五權西三街5號, 12:00–19:00 星期四       休息,04 2376 3131,,
洪文記涼麵,2018年/6月,台中,台中市北區健行路87號,每週一到每週六06:00～14:00（每週日公休）,(04)-22341164,,
艸水木堂,2018 年/ 8 月,台中,台中市西區民生路364號,11:00~19:00,04 2301 9569,,
雲南宴,201810月底跟11/5號,台中, 台中市西區中興街98號,11:30 - 14:30/17:00-20:30 (週三公休),04-2305-9333,,
添好運(台中J-Mall店),2018/11,台中,台中市西屯區台灣大道四段1038號1F,11:00~21:30 (周五、六延長營業至22:00),(04)2462-6978,,
鮮道口福牛肉麵(中工店),2018年/10月,台中,台中市西屯區中工二路62號,11：00－21：00 星期日休息,0981-688998,,
Tu pang 地坊餐廳,2018/10,台中,台中市西區五權西六街96巷13號,12:00 - 14:00 、 18:30 - 21:00（週二公休）,04-23755098,,
台北魷魚羹、蚵仔煎,2017年9月/2018年9月,台中,台中市沙鹿區中正街54號,上午十點至凌晨十二點，公休日不定時,04-26623411,,
偷偷 Toutou Cuisine,18年/07月,台中, 403台中市西區精誠二街5號,13:00–19:00,04 2310 8102,,
柒‧柒手作早午餐,,台中,台中市西區昇平街146號,7:00~15：00,04-2305-0090,,
復興咖啡交易所 FXCE,18年/05月,台中, 401台中市東區立德街18號,11:30–20:00 星期三        休息, 04 2222 1635,,
Chow Chow Café 巧巧咖啡,2018年/12月,台中,台中市南屯區文心路一段214號,08:00-20:00,04 24719449,,
蒔嚐 しばしば,2018/08,台中,台中市北區進德北路128號,週二 - 週五時間1300:1900 六 - 日時間11:30 - 190:0 (週一公休),04-2362388,,
銅鑼灣文記港式餐廳,2018年/8月,台中,台中市西屯區河南路二段510號,11:00 - 14:00 (六日~14:30)、 17:00 - 21:00,04 2452 1599,,
越鴻小館,2018年/7月,台中,台中市西屯區台灣大道四段948號,11:00-14:00 17:00-20:00,(04)2463-3533,,
Sukiyaすき家(台中軟體園區店),2018年/09月,台中,台中市大里區中興路一段155-2號,10：00－22：30,,,
DM Cafe,2018/6,台中,台中市西區民生路225巷11號,週一~週五 09:00-17:00 週六 09:00-18:00,04-23726807,,
漢來名人坊,2018年/9月,台中,台中市西屯區台灣大道三段301號4F,AM11:30~PM2:30  PM5:30~PM9:30,,,
海南風味小館,2018.10,台中,台中市北區錦中街91號,11:00~14:00；17:00~20:00,04-2236-6252,,
香港金寶茶餐廳,2018年/06月,台中,台中市北區館前路83號,1100-2100,（04）2326-8511,,
林酒店 森林百匯,2018年/9月,台中,台中市西屯區朝富路99號,06:30–10:00 11:30–14:00 17:30–21:30,04-2255-5555,,
堅果小巷 Heynuts alley cafe,2018年/9月,台中,台中市西區大仁街33號,9:00~21:00,(04) 2321-6616,,
Coffee Smith,2018年/8月,台中,台中市西區華美街408號,9:00~21:00,0423262005,,
秋田武咖啡,2018年/11月,台中,台中市沙鹿區6中山路378巷46號,,(04)2665 7881,每人平均價位：150,
大天津蔥餡餅麵食館,2018年/9月,台中,台中市青海路二段160號,10:30-20:00 (六日公休),(04)2311-7631,,
眷春水果。冰,2018年/4月,台中,台中市霧峰區民族路8號2F,平日 10:00~17:00 假日 11:30~17:30 週日公休,0935-711 370,,
斯里馬哈印度餐廳,2018年/4月,台中,台中市西區公益北街45號,,04-23233377,每人平均價位：500-600,
在廚房 In The Kitchen,2018年4月,台中,台中市大里市東興路62巷36號,08:00~17:00 每週二店修,(04) 2481-9886,,
激旨燒鳥Gekiuma Yakitori 麗寶分店,2018年5月,台中,407 台中市后里區福容路18號,13:00 - 22:00,04 2558-5282,,
台南蘇虱目魚,2018年4月,台中,台中市西屯區市政路588號,24小時,(04)2259-1050,,
圓和肉圓,2018年/4月,台中,台中市西區南屯路一段72之1號,11:00~20:00週一公休,04-2371-5288,,
Mr.38 咖哩界傳奇人物 | 逢甲店,2018年/6月,台中,407台中市西屯區至善路212號,11:00–21:30,04 2452 8188,,
雷亭日式拉麵(永興店),2018年/4/19,台中,台中市北區永興街30號, 11:30 - 14:30、17:30 - 1:00,0970-515583,,
Sukiyaすき家,2018年/6月,台中,台中市西屯區台灣大道四段1038號1樓,10:00～23:00（最後點餐22:30）,,每人平均價位：100元,
陳師傅牛肉麵大王,2018年/4月,台中,台中市西屯區工業區一路98-13號,11:00-20:00(週日公休),(04)2350-8598,,
一路發,2018年/10月,台中,台中市大甲區蔣公路133號,10:00~00:00,0982-951-937,,
加湘好桂林米粉,2018年/6月,台中,台中市西屯區中工三路107號,10:30-14:00 16:30-20:00,(04)2359-6623,,
21臭豆腐,2018年/4月,台中,台中市北區一中街21號,16:00~22:00(每周一公休),04-22245737,,
inscafe,2018年/6月,台中,台中市祥順路二段396號,"週一、週二公休,  週三至周日 11:00-18:00",04 2239 7277,,
餃踏實地,2018年/3月,台中,台中市西屯區河南路二段353號,19:30-02:30,0966-343014,,
異人館(大里店),2018/4月,台中,台中市大里區中興路二段381號,11:00 - 22:00,04-2485-4757,,
屋馬燒肉國安店,2018年/5月,台中,台中市西屯區國安一路168號,11:00～00:00,04-24652222,,
傘甘甜點工坊,2018/05,台中,台中市西區向上北路156號,早上九點-晚上九點,,,
Bistro88 義法餐酒館,2018年/4月,台中,台中市南屯區公益路二段88號, 8:00-14:30 / 17:30-21:00,(04)2320-9977,,
「全家 x bb.q CHICKEN」全家韓式炸雞店中店-烏日火車頭店,,台中,台中市烏日區高鐵東一路26號 2樓,11:00~21:00,,每人平均價位：每人約119-350元,
點點心台灣 Dimdimsum Taiwan,2018年03月,台中,店家地址：台中市西屯區台灣大道三段301號10樓,11：00～22：00,店家電話：04 2254 2271,,
茶六燒肉堂,2018/06,台中,台中市西屯區朝富路258號,11:00~02:00,(04)2258-7126,,
客家食堂,2018.05,台中,台中市西屯區何厝街24號,11:00-14:00  17:00-20:30  日公休,04-2314-2127,,
銅糯早午餐,2018/2,台中,台中市西區五權西四街55號,08:00-16:30(最後點餐15:30),04-2372-5205,,
福記牛肉湯,2017年/11月,台中,台中市西屯區甘州街1號,,,,
小園晶饌排骨,,台中,台中市梧棲區大智路二段396號,11:00~14:00，17:00~20:00（週日、週一公休）,,每人平均價位：每人約90-150元,
人坊,2018年/5月,台中,台中市西屯區台灣大道301號4F (新光中港店4F),平日 11:30-14:30 & 17:30-21:30.,04-22558511,,
台丸大學 中區一店,2017年/11月,台中,台中市東海夜市東海雞爪凍附近,,,,
炳叔烤玉米,2017年/11月,台中,台中市西屯區福星路236號,,,,
小野食堂,2018/06,台中,台中市西區精誠五街17號,11:30~15:00、17:30~21:00(周二公休),(04)2327-0810,,
陳正老牌牛乳大王,2018/01,台中,台中市中區中華路一段121號,18:30 ~ 02:00,(04) 2221-3421,,
BOWL fast slow food,2018/5,台中,台中市西區中興路四巷10號,11:00-20:00(假日10點開始營業),04-2301-5553,,
陶板屋(大里店),2018/4月,台中,台中市大里區德芳南路191號,11:30 - 14:30 ; 17:30 - 22:00,04-2486-3539,,
李何 LH Coffee House,2018年/5月,台中,台中市西屯區大墩二十街149號,13:00~18:00 周一二休,04-23100505,,
暖暖warm2手作甜點/早午餐/下午茶,2018年/6月,台中,台中市豐原區圓環南路132號,,04-25272710,,
香草藍舍,18年/04月,台中,402台中市南區頂橋三巷76號,"11:00–14:00, 17:00–21:00(星期二 休息)", 04 2285 9632,,
麵武嵐,2018年/4月,台中,台中市西屯區西屯路三段82-1號,19:00-01:00（週三週四公休）,,每人平均價位：拉麵125元起,
茶六燒肉堂,2018年/4月,台中,台中市西屯區朝富路258號,11:00-02:00,04 2258 7126,,
楊老爹素食,2018年/5月,台中,台中市西屯區永福路22巷28號,11:30-13:50、16:30-20:30,0937-786854,,
Overture序曲,2018年/6月,台中,台中市西區民生路366號,12:00-19:30,(04)2301-6801,,
明倫蛋餅 逢甲店,2018年/5月,台中,台中市西屯區福星路546號,15:00~1:30,0975791179,,
咖哩魚夫,2018年/5月,台中,台中市西屯區逢甲路72巷7號,11:00-14:00   17:00-20:00（週日公休）,（04）2452-2329,,
大阪王將台中大魯閣店,2018年/5/1,台中,台中市東區復興路四段186號B1,平日：11:00~22:00 例假日：10:30~22:00,,每人平均價位：$200,
黛麗佐手,2018/6月,台中,台中市后里區福容路201號A區-1101櫃,11:00 - 21:30 (一到五),04-3702-0286,,
紅燒當歸鴨,2018年/4月,台中,台中市文華路5巷6號,18:30~01:00,,,
郭冰,2018.03,台中,台中市西區中美街408號,11:00~22:30 (星期天公休),04-2321-7113,,
阿斗伯冷凍芋,2018/01,台中,台中市中區成功路356號,14:30 ~ 01:00,(04) 2221-8061,,
米夏費德爾（靜宜店）,2018年/2月,台中,台中市沙鹿區北勢東路702號,11:00-21:00,（04）2632-1158,,
18%,2018年/4月,台中,台中市北區一中街96號,週日～週四 11:00~22:30 週五、六 11:00~23:00,04-2229-1657,,
Saladaeng Café,2018年/3月,台中,台中市西區中興街81號,11:30-22:00（週二公休）,04 2301 2358,,
「郭冰」豆花湯圓冰飲店,,台中,台中市西區中美街408號,11:00~22:30（週日公休）,,每人平均價位：每人約40-100元,
「妙妙甜甜圈」蛋沙拉堡,,台中,台中市東區復興路四段207號,週一至五14:30~19:30，週六日12:00~19:30,,每人平均價位：每人約30-70元,
頌膾Brunch,2018年/7月,台中,台中市南屯區南屯路二段187-1號,08:00-19:00,04-24731916,,
暮香炭烤土司 大業店,2018年/04月,台中,台中市西區大業路23號,,0925-793-152,,
嵐 肉燥專賣店,2018/01,台中,台中市中區三民路二段87號 第二市場裡,09:30 ~ 14:30; 禮拜一公休,(04) 2222-6010,,
茂川肉丸,2018/01,台中,台中市中區台灣大道一段401號,11:00 ~ 19:00,(04) 2227-7477,,
Nu pasta-台中雙十店,2018年/05月,台中,台中北區育祥街19號, 07:00-21:00,04 2236 2233,,
野米樂,2018年5月,台中,台中市北區博館東街34號,週一～週五 11：00～16：00 17：30～20：30,(04)2329-3009,,
「一路發楊桃汁」綠豆沙,,台中,台中市大甲區育德路52號（新店面）,10:00~00:00,,每人平均價位：每人約40-100元,
著手咖啡,2018年/5月,台中,台中市西區向上北路224巷21號,週一、週二14:00-22:00/週三 14:00-19:00,,,
二兄香菇肉羹,,台中,台中市梧棲區雲集街2號（梧棲市場西側）,7:00~13:00,,每人平均價位：每人約30-100元,
鴨肉添,2018/3月,台中,台中市沙鹿區新生街22-3號,17:00 - 01:00,04-2662-0277,,
朵希義式冰品,2018/4/11,台中,台中市西區民生路368巷2弄7號,11:00-19:00,04-2301-3207,,
「福岡平價鍋物」,2018年/4月,台中,403台中市西區華美西街一段85號,,04 2321 9951,,
復興餐廳,2018年/5月,台中,台中市大雅區月祥路301號（近中科實中）,週二到週日11:00～13:30、17:15～20:00,(04)-2566-4161,,
黝脈咖啡,107年/6月,台中,台中市成功路253號,24小時制(02:00-07:00為預約時段),0900 627 253,,
汕頭牛肉劉沙茶爐,107年/4月,台中,台中市中區台灣大道一段81巷13號,平假日17:00-23:00(週一公休),04-22228809,,
阿嬤a相思麵店,2018年/4月,台中,台中市中區三民路二段87號(台中第二市場內),07:00~18:00,04-22226621,,
天利食堂,2018年/5月,台中,台中市西區五權西四街112號,,（04）23726788,,
潮燒,2018/6月,台中,台中市沙鹿區北勢東路511之3號,17:00 - 23:00 (禮拜二公休),04-2652-9158,,
Thai.J泰式料理,2018年/4月,台中,台中市南屯區大墩路533號,11:00~22:00,04-23203597,,
樂丘廚房—一中店,2018年5月,台中,台中市一中街96號2樓之2,,(04)2222-0330,,
春丸餐包製作所 街边店,2018年/6月,台中,台中市西區昇平街57號,07:30~18:00,04-23010757,,
重慶水煮魚,2018年/6月,台中,407台中市西屯區西屯路二段269-18號,"11:30–14:00, 17:00–21:00 (星期四中午休息)",04 2451 8658,,
hecho做咖啡二店,2018/05,台中,台中市西區美村路一段149巷12號,10:00~22:00,(04)2326-1649,,
聚 北海道昆布鍋,2018年/6月,台中,台中市西屯區台灣大道四段1038號（J-Mall商場內）,平日11:30～22:00，假日11:00～22:00,(04)-24652465,,
明治時代 Sandwich Style,2018年/3月,台中,408台中市南屯區大墩十四街116號,週二~六 8:30-16:30 週日 8:30-14:30 週一店休,04 2327 0086,,
